id,smt_finish_seconds
6595,259.7201208364632
1142,1123.4088411934558
3055,873.9136712209752
530,750.6885720754674
1665,1177.615193464092
7178,196.7622779175585
1578,942.0632709496897
1488,815.5675876729911
5882,1069.4230333045803
7052,858.3251513190131
1176,932.09234410724
3114,269.81860822256306
4529,274.976754766574
2439,693.2251384139025
3880,357.76209437012494
222,449.21932751364204
7021,463.54212735986835
1330,1260.628087777619
3668,243.23872253833804
6501,247.63766764184686
3680,262.41881100816056
3590,226.16969394884683
2605,489.19415091399804
7675,193.21502689632342
7806,731.6891510335003
5718,1221.2733391392776
1452,1850.8030778424527
4513,264.9766423371582
1894,415.4577064020973
4834,439.84826060779653
1595,1195.538926631886
7570,363.5430707369776
37,794.1225550538672
856,630.4327725720698
5693,865.1645359722238
573,836.3029315625356
2124,584.3626758414171
5224,773.5653196508594
177,391.00967077279523
7322,248.84631731327022
1075,2124.3837578942866
2199,691.9823136845549
4907,495.4169896689161
3532,214.26494114184834
6785,293.6976234240106
1002,491.459909989945
5466,514.857825745227
6502,243.9577123791987
5958,214.93156322061338
4245,269.3417551733721
6826,317.61169342768403
2955,411.61258571552975
487,665.19229003909
2087,541.3618948641878
7202,195.53349398996414
7658,141.2047217960024
6601,264.0147393163653
1737,709.7746741851299
4587,195.45816721192176
1467,711.2516746357269
2647,303.1745910555348
6797,304.84075453997355
4012,172.8694593044322
5828,600.645014724691
3268,488.9125791492466
6003,326.71408924925305
5059,588.5398033817187
1616,3241.142396913654
5371,409.3194278773949
5887,1317.4989200386512
5120,642.0309871769202
1450,1227.2490216087406
996,486.36607244109865
5783,484.58038724564074
786,547.9979965515083
5335,451.0968978595732
3554,230.3023648502484
828,587.9989025223439
7725,251.49191955917428
5491,544.7622171408887
2577,691.2840736649258
3578,235.92342948196534
1128,930.264752159944
7299,251.70662075217518
5037,580.0236412084417
4216,249.50565296062643
6615,262.543580260791
7551,360.15533662956125
4486,237.86948584435748
877,648.9682500851408
3620,238.8927360784367
96,597.2214357567989
2845,235.81762228515635
2118,579.3339362325015
208,455.8071816199099
1618,3153.741252294235
6361,198.5855832992429
711,477.84389793406433
1864,796.9824303186563
3491,203.63523135470388
6258,377.3148237223835
4375,426.38298471605106
2083,541.2917537236337
7298,246.7942642853739
5860,738.3885982155421
1559,798.0895326303703
2874,268.5222565256408
6379,203.93694621048115
6636,262.94255900050865
2669,161.1310772299488
1438,1616.266802811468
4081,199.03918440290897
4890,486.9662411044516
4296,291.69549240866
3428,205.06021628076576
4456,207.2009361940124
5826,594.0042151575691
231,460.314409918922
6962,360.49460855241057
4508,262.16072674639906
5610,668.1278676142001
5261,853.6013260781617
4866,463.4998750937187
932,845.2481533706939
4881,484.5451990234889
1339,1362.091560261056
4189,237.0114827651659
3238,316.3424905033357
866,632.3119396140129
7458,283.0948662340569
2131,586.0004915743932
6029,499.10621475256346
2722,299.09402643439574
1465,688.9673668438369
2088,550.4876841578463
5209,749.4627438820731
1044,646.116751564422
73,506.2386678001698
4059,199.25159915418493
6870,327.037250383727
6079,210.87122116222378
1721,686.4509939036482
842,597.9952754876026
4607,375.9734410007326
4816,420.47788907224884
6443,227.2133594200759
5044,579.6317874652336
800,560.1535764152944
3870,350.2529303478626
7226,213.58041809707322
1259,2836.55873601483
6187,323.27596433891904
6189,324.9838113042996
6370,208.64745240514378
7422,271.1264586204058
2107,572.3006124658201
6869,322.67051583489217
3105,234.82426229449436
61,459.7817034072219
6580,255.043874665482
6743,299.75527266828544
7780,346.9059695261767
3337,181.40020367332602
5673,778.8705789844489
476,647.5525231123494
3001,258.99731251844355
4584,181.70080422636488
3558,229.52315350650525
3026,347.5764487458548
324,527.3462250004118
2402,629.4833687101982
6926,341.309190825001
4625,420.669840265404
4053,197.4296848502073
1042,635.0172736352139
7372,258.59258720982183
2498,1204.6054118514494
465,637.8015074447559
6950,367.94822212117754
6715,298.1370142147392
4011,172.50442445359192
1934,492.50443373255735
4024,184.7179849069007
6473,236.05825940148702
106,607.7026962138884
3968,615.8637019503537
1916,1300.8411857727865
6227,400.600584279773
6557,248.3635803988804
6356,205.60227713923337
393,571.1826109343046
1966,766.6985605387183
6559,251.26502074438451
4661,687.5829665839649
4252,258.7681838378987
7827,186.62895019215233
2836,165.1500703519797
6199,357.68587795233685
2847,237.7746929350957
157,275.2974204512237
4918,506.91770306508755
473,642.2246858806467
1034,596.281549434314
4801,372.47220438603426
5634,693.2167709306718
2333,505.3172076452037
4280,283.541885385683
5171,688.2752348935092
5623,679.6821625820147
4080,208.22431160183282
4034,188.52885296382868
6633,264.70464694723364
7487,299.4217512945171
6478,241.1310750824316
3047,443.5144442546293
6988,400.2163490278988
3570,226.83555132841406
168,362.2314673919698
1056,745.6617689595823
561,822.2589703476749
334,539.0009266273705
7662,168.34322243282855
4588,205.01014170591685
1765,946.5257051447481
88,551.0024803724073
6477,237.73085786302573
3608,238.95386112712026
5905,488.1720544354366
7746,287.9236438242566
7699,217.1872087617761
733,509.9572127037352
5409,469.1089966447152
624,553.7631639272662
5654,739.2084529562549
1181,930.3010369002136
7691,214.85098791050308
2821,510.4501730234455
1261,946.3819551548672
5875,989.1798137156848
5446,491.71405586468404
3438,210.465642137974
453,632.5336811983499
1608,1715.6162573919758
5100,625.6032148924353
5170,687.3263530515294
1168,888.5360936265133
4680,392.48410792904116
3887,355.25588191551344
1811,807.839976612079
6898,339.6890133026807
2227,817.7084250766223
3341,180.91186868700584
323,524.3631030306445
5012,563.0522146887454
5609,660.5617180047263
4105,209.5682206482923
5414,485.69383674975643
3948,205.20148746671322
3881,355.73677061756814
1027,571.0359162842582
2215,760.3869868811742
2495,1165.0897582586556
835,597.3609914150866
4731,612.1900937379376
2110,566.9511446200246
5662,745.8207806860977
1410,2230.3887242069763
7222,219.29580156492284
2764,356.8253033525281
7306,243.3060382003182
2651,325.57283351361394
65,470.29385264359075
6764,297.90164956084175
5075,599.3511166932904
1263,1124.5468709235715
1375,802.103416395453
6803,318.91873166768863
7100,341.79850872555346
1656,900.540367246689
169,366.97291601088745
2897,286.988264314
5639,699.3771764227228
2963,449.9871660934151
7157,177.59040485444535
6768,295.648455394806
6563,251.47102408682355
3482,205.06571855483787
2266,1215.6105005013237
1087,465.687255339878
4387,534.2630217680402
7524,324.73561157632764
349,550.8705280688825
3626,237.57946947699912
7552,356.13151423519435
4335,333.2756538879372
7244,217.2208192130123
1321,1201.8156931511207
5157,677.9563839996722
5827,593.18201791306
5382,437.0385506461025
2750,354.30241625097153
6505,255.74664325322402
5385,444.9998667225451
7677,224.62158813412805
149,2746.338644891166
3332,183.19922339537322
1672,722.5040126950939
6749,298.65336375533036
4174,225.93543127621172
5696,858.2536804849291
6119,254.39315058304413
5681,793.7688798349269
418,599.8601926456165
5364,414.6993633923792
6211,359.3905814045052
6476,236.86353781600775
676,418.1387806631765
5746,707.8024914704795
4269,281.0889707022264
6386,231.04631136093104
2513,289.34939601653684
2149,622.6758984934049
509,707.8930197347344
5948,204.85141776276157
7082,261.3702285489076
7556,351.79010588575704
761,516.4562315447699
3244,330.5647256824408
1870,874.4087786515752
7840,266.58438298926126
4194,240.0900271033713
2251,991.569044924543
6318,167.96016292315437
6123,239.60552962061695
5873,963.267271835566
3966,425.1563305737091
2478,875.1851460077842
1726,715.045913547285
5391,452.57608049426085
1244,1854.281549598474
48,848.8149305052514
321,531.4729107483171
6115,259.4865062182174
5885,1236.198033724193
3605,237.93838206376
4863,459.2399939411039
1146,728.2565910983716
5521,568.1175094655865
511,719.0807177860993
6880,327.1138269390595
296,513.8045398455133
6468,236.34663051579548
4291,294.36575392015084
6497,248.72066044063052
2662,442.5370807442745
6462,235.62668020592577
5782,486.26139693430815
6899,339.8522830860114
3101,223.45307789613412
181,403.05601733490903
2183,676.1515833937186
3639,247.55892334911397
4709,548.3103924741121
889,693.0940393184102
5377,432.146657359086
1277,837.9403722255627
3951,240.23431293051584
7786,357.7067147354423
3826,324.54058259570354
2718,279.9175960719882
1731,732.869683194932
3708,258.77534598011823
6260,497.7100044777304
4761,750.8804783454584
6309,190.8966420599811
5368,412.0265956157142
2178,672.7266125579704
622,511.8591317197545
1010,510.3434657132652
5832,630.3296257563503
2648,301.2890380429004
7475,299.9858678620898
1606,1644.2610762014026
2582,730.3797182694319
2405,631.6957605507341
1844,620.0570864269607
1393,1024.346062838837
6494,242.459860222469
7423,265.31406081178216
3721,267.1048304312433
5550,591.4743607055916
6416,204.950948872619
543,782.1981558601773
6076,193.81529215219103
2927,327.3212061618051
5388,447.0810058852265
1412,3427.987042023753
4359,357.0234759324877
4038,195.45700343410192
1328,1241.8254738263586
6927,350.12896211556995
6627,275.87261572059396
5571,604.4377357868798
4229,260.8045129463509
1018,531.2198171065226
6695,277.950359360692
4672,1242.7682199327571
6566,253.1245719547751
5351,811.3186658816808
586,915.4777366689159
5643,706.8071907236451
7584,376.8110511928403
5448,504.4263885200286
3094,216.9396405014699
6245,1228.2241947332768
5537,578.7454404190748
2191,691.0361457724855
5271,875.141247387194
31,649.7831861698251
3785,298.3110691913413
5890,1388.6731528591097
7399,273.1453341552962
4645,524.6009041777223
2225,787.364041361742
3210,265.12950298007917
5923,791.8916617641303
773,530.9741149073459
6452,231.6354960157667
496,684.3718857220895
1926,412.154878120552
1945,581.3241918769296
5129,647.0989552312936
4912,510.4001813962391
7689,215.76069865338678
5576,619.8032868785308
239,483.2868449612393
2182,669.6179011948793
592,995.6742987516736
2069,514.2505388186354
4949,530.3998866862605
4686,415.29710367885986
4001,166.37106302573073
2445,694.1247731538455
1322,1202.601768571983
5964,257.66225746916615
6603,255.35135437471877
132,775.0482606884639
4002,171.97980693083872
6891,333.7427901335026
3184,232.57763115780222
2922,314.3859463374096
3617,241.15555325919536
354,553.170127769658
3479,204.44278303788695
706,464.7673531580168
620,417.5405687603991
4631,444.90462806994697
6993,404.6489386089604
4353,352.63424577400497
6165,287.8530981769028
4960,526.9415477887259
3960,318.0749871293278
549,779.3798587564901
7398,254.20995637691686
3143,164.7303066333048
2291,417.5081442747098
319,529.9577295621546
4253,274.69207845247934
7011,426.95512817106965
1632,722.4634426737575
4967,529.2618754425976
2284,395.45582841593614
4622,401.37109508302547
6321,180.9248098062809
2818,515.6329089400019
547,783.6888031194344
4122,217.17109269014304
7773,318.6745186039771
7005,434.5254747930001
2939,379.797137582287
248,474.0074933496905
7123,582.8304187792778
1221,1275.5717099107508
3098,210.59989358522438
1850,713.7040616974139
6036,1940.6653149859467
576,878.705818607326
2223,774.6872995816557
1623,604.4224104688988
5722,1234.6785608942844
1869,808.5167297883761
6110,249.3443321916144
4313,312.5002554961788
257,509.6950133928329
3340,175.9111551847156
367,565.6436537927688
3806,306.20958965458306
3305,160.79860948583104
1509,1011.0865408378254
7488,299.17897923318293
79,518.4108540436913
5566,601.7157568133417
7410,267.6175803323952
1643,816.430218396096
5715,1134.9273625048233
3127,453.36711105305415
4975,524.0717421665865
6550,245.3802830112685
4125,214.6807745988226
5419,476.1135117286538
3350,190.52205188052682
131,761.3794537111941
4366,367.03496132466455
4169,225.8282645453702
84,529.0413250304025
3016,305.85901169547844
3842,324.9516335151176
6937,350.10615241286916
5397,451.52234545940155
378,573.5683065774526
3193,242.58636089885164
318,531.6896831133517
7038,538.7546306370186
1372,761.2035960382069
1701,767.6810835870663
6561,254.20772975181046
4908,496.8323367242339
2399,621.4456366840631
4874,475.5988616439367
1511,1043.0840408324575
3862,350.5654436614459
1414,813.4783404925979
6182,315.12409319076426
2549,563.8457488730758
2759,360.26180477982575
4391,635.5258563070387
4669,856.3570507991373
585,921.625456502984
3103,239.38366758838686
2988,211.80710501199258
6094,238.15430028424407
4453,204.7278733186938
5678,792.191237778023
7808,810.8393163799311
3357,184.75908595964802
7150,193.47134181041912
1669,1620.0861715475291
2997,248.7196926452266
2275,1921.90764137649
2726,296.81520329064796
7350,245.4297778165232
4370,383.7549845568002
4979,546.4840045749297
7462,295.18859347879595
