id,smt_finish_seconds
6922,346.83
2111,577.69
4534,291.61
1790,682.97
5624,680.44
2987,196.85
2354,556.45
2351,546.75
6417,221.1
228,459.76
69,484.84
2516,435.19
1079,978.41
373,564.31
468,640.28
4236,263.18
50,303.38
2453,737.37
5375,412.88
6045,375.62
6590,257.99
4108,213.98
6422,222.02
2868,264.94
5071,598.65
5749,935.44
1352,1682.77
1180,924.33
7642,329.43
91,565.42
1972,818.57
7256,226.95
3443,209.0
2458,755.65
6124,259.06
5465,519.11
437,609.74
4410,317.28
3383,193.28
4716,569.77
1315,1151.39
4998,554.46
179,397.13
682,435.91
5728,1538.12
1005,492.83
7062,1317.88
6141,269.09
1020,541.1
2921,327.0
4121,216.0
2550,570.52
3767,289.17
3320,173.05
5187,710.71
7490,303.11
7740,271.93
994,482.85
6678,276.01
6008,344.47
6595,259.09
1142,1137.51
3055,748.25
530,746.04
1665,1171.56
7178,194.93
1578,947.05
1488,810.97
5882,1054.63
7052,845.04
1176,918.47
3114,268.07
4529,286.01
2439,692.01
3880,352.68
222,459.1
7021,463.44
1330,1263.23
3668,253.13
6501,239.19
3680,255.89
3590,234.0
2605,488.16
7675,189.38
7806,876.95
5718,1196.78
1452,1865.61
4513,266.96
1894,418.7
4834,428.69
1595,1186.45
7570,368.44
37,787.14
856,631.18
5693,854.96
573,859.58
2124,586.47
5224,776.14
177,390.71
7322,245.0
1075,2819.25
2199,705.4
4907,491.9
3532,220.14
6785,300.64
1002,490.65
5466,519.42
6502,239.98
5958,223.91
4245,270.04
6826,312.13
2955,412.41
487,665.9
2087,549.93
7202,205.06
7658,147.88
6601,260.02
1737,730.23
4587,194.8
1467,719.48
2647,301.3
6797,306.3
4012,177.84
5828,600.67
3268,497.47
6003,329.36
5059,591.96
1616,3044.81
5371,408.67
5887,1268.52
5120,637.02
1450,1266.8
996,484.88
5783,476.73
786,550.32
5335,443.27
3554,224.92
828,590.58
7725,256.0
5491,538.39
2577,689.91
3578,230.99
1128,956.27
7299,238.08
5037,576.71
4216,250.96
6615,262.08
7551,352.82
4486,232.94
877,654.05
3620,241.07
96,589.16
2845,242.77
2118,582.68
208,440.74
1618,3210.31
6361,205.07
711,480.65
1864,787.66
3491,209.0
6258,376.67
4375,408.61
2083,540.86
7298,238.11
5860,752.57
1559,796.34
2874,273.17
6379,212.15
6636,267.0
2669,186.18
1438,1553.86
4081,205.93
4890,478.88
4296,296.08
3428,208.0
4456,205.82
5826,593.83
231,464.56
6962,365.49
4508,259.99
5610,662.7
5261,867.76
4866,460.2
932,842.91
4881,474.66
1339,1354.12
4189,242.96
3238,307.86
866,640.87
7458,283.56
2131,596.08
6029,488.31
2722,292.08
1465,694.28
2088,550.12
5209,754.66
1044,646.03
73,502.44
4059,199.99
6870,326.9
6079,210.24
1721,675.55
842,611.07
4607,342.0
4816,413.11
6443,226.97
5044,582.18
800,560.99
3870,345.07
7226,215.96
1259,3353.58
6187,324.78
6189,327.91
6370,208.07
7422,272.17
2107,575.29
6869,326.88
3105,236.0
61,450.93
6580,255.0
6743,293.0
7780,348.25
3337,180.05
5673,785.39
476,648.51
3001,264.35
4584,188.83
3558,226.98
3026,337.88
324,531.62
2402,634.65
6926,348.57
4625,417.33
4053,199.18
1042,625.68
7372,257.02
2498,1258.2
465,633.74
6950,361.73
6715,286.06
4011,176.82
1934,489.73
4024,183.9
6473,233.0
106,614.87
3968,623.65
1916,1312.29
6227,410.23
6557,249.97
6356,203.22
393,574.9
1966,760.77
6559,249.97
4661,680.62
4252,274.0
7827,174.66
2836,160.46
6199,341.06
2847,242.61
157,287.0
4918,501.53
473,646.29
1034,592.51
4801,373.32
5634,700.28
2333,506.67
4280,286.99
5171,696.64
5623,677.84
4080,205.91
4034,190.0
6633,265.99
7487,300.6
6478,234.03
3047,420.85
6988,388.42
3570,230.03
168,359.38
1056,733.24
561,813.68
334,537.3
7662,167.81
4588,197.95
1765,931.78
88,554.09
6477,234.01
3608,239.0
5905,485.39
7746,280.99
7699,226.0
733,502.34
5409,470.44
624,560.95
5654,735.42
1181,925.17
7691,218.94
2821,524.82
1261,955.74
5875,960.58
5446,504.34
3438,209.0
453,625.7
1608,1803.77
5100,613.24
5170,696.33
1168,852.88
4680,391.36
3887,364.62
1811,786.43
6898,335.38
2227,806.9
3341,179.96
323,531.95
5012,563.86
5609,658.77
4105,212.96
5414,474.55
3948,207.97
3881,352.89
1027,572.24
2215,757.23
2495,1179.66
835,598.85
4731,606.12
2110,577.5
5662,764.71
1410,2240.34
7222,215.11
2764,363.86
7306,240.93
2651,319.81
65,466.32
6764,296.04
5075,601.15
1263,1215.22
1375,806.1
6803,306.59
7100,346.17
1656,924.05
169,364.1
2897,297.08
5639,704.68
2963,432.79
7157,181.2
6768,297.83
6563,251.45
3482,208.0
2266,1259.07
1087,459.07
4387,538.95
7524,319.65
349,547.68
3626,244.01
7552,352.86
4335,324.28
7244,222.03
1321,1199.11
5157,679.07
5827,597.73
5382,430.5
2750,348.23
6505,240.01
5385,440.03
7677,195.83
149,3064.15
3332,178.1
1672,708.54
6749,293.0
4174,236.0
5696,866.84
6119,254.96
5681,801.88
418,597.04
5364,396.7
6211,375.23
6476,234.02
676,419.76
5746,706.44
4269,281.85
6386,215.06
2513,315.12
2149,627.09
509,710.13
5948,205.14
7082,265.95
7556,355.92
761,521.02
3244,333.5
1870,864.9
7840,244.99
4194,244.02
2251,975.55
6318,187.5
6123,257.95
5873,936.91
3966,400.56
2478,883.52
1726,702.25
5391,447.07
1244,1830.98
48,857.79
321,531.89
6115,251.97
5885,1230.27
3605,236.88
4863,460.44
1146,725.97
5521,565.58
511,714.04
6880,329.43
296,516.01
6468,232.02
4291,293.03
6497,239.32
2662,454.81
6462,231.0
5782,476.86
6899,335.25
3101,223.0
181,396.84
2183,677.46
3639,245.98
4709,537.7
889,699.07
5377,413.7
1277,845.73
3951,226.08
7786,368.17
3826,321.99
2718,281.97
1731,715.92
3708,264.86
6260,521.17
4761,749.82
6309,180.3
5368,401.72
2178,674.0
622,499.45
1010,508.41
5832,620.42
2648,304.14
7475,294.15
1606,1748.24
2582,723.28
2405,645.0
1844,637.7
1393,1023.72
6494,238.03
7423,271.97
3721,268.99
5550,592.19
6416,221.07
543,776.18
6076,202.03
2927,332.43
5388,443.02
1412,4343.88
4359,365.0
4038,191.02
1328,1251.01
6927,348.61
6627,265.98
5571,608.03
4229,257.04
1018,539.42
6695,279.31
4672,1292.82
6566,251.99
5351,818.53
586,909.18
5643,709.27
7584,394.1
5448,507.97
3094,213.98
6245,1193.3
5537,580.66
2191,696.97
5271,879.55
31,634.04
3785,296.77
5890,1393.42
7399,262.04
4645,523.68
2225,806.45
3210,264.14
5923,763.31
773,535.38
6452,229.0
496,685.24
1926,411.84
1945,595.67
5129,646.04
4912,497.1
7689,216.98
5576,612.04
239,470.81
2182,677.07
592,986.15
2069,521.04
4949,519.11
4686,410.14
4001,169.2
2445,702.06
1322,1199.57
5964,237.99
6603,259.99
132,739.55
4002,169.92
6891,333.57
3184,226.1
2922,328.55
3617,240.92
354,550.33
3479,208.0
706,472.54
620,426.82
4631,441.38
6993,400.12
4353,348.31
6165,295.95
4960,527.86
3960,321.83
549,787.67
7398,262.08
3143,165.83
2291,416.57
319,529.52
4253,275.02
7011,432.88
1632,717.62
4967,530.45
2284,394.11
4622,392.3
6321,188.89
2818,518.32
547,788.66
4122,216.99
7773,326.44
7005,426.36
2939,370.67
248,475.97
7123,568.28
1221,1269.09
3098,218.78
1850,714.5
6036,4304.55
576,857.41
2223,802.04
1623,646.0
5722,1268.05
1869,833.17
6110,247.0
4313,306.06
257,482.99
3340,180.01
367,560.38
3806,307.97
3305,167.05
1509,1009.93
7488,302.17
79,515.54
5566,604.15
7410,266.95
1643,812.02
5715,1119.98
3127,413.68
4975,533.01
6550,250.0
4125,218.12
5419,477.58
3350,182.0
131,738.52
4366,378.09
4169,235.11
84,535.05
3016,305.13
3842,327.84
6937,352.87
5397,454.62
378,565.72
3193,236.8
318,529.49
7038,548.35
1372,747.38
1701,798.37
6561,251.39
4908,491.93
2399,628.4
4874,470.07
1511,1056.19
3862,339.84
1414,816.63
6182,317.24
2549,570.65
2759,362.29
4391,680.25
4669,837.91
585,907.56
3103,232.0
2988,221.83
6094,231.0
4453,202.12
5678,801.71
7808,849.08
3357,185.88
7150,175.94
1669,1772.13
2997,257.42
2275,2282.72
2726,302.47
7350,252.0
4370,390.38
4979,539.02
7462,285.93
